0.022	1324.000
0.043	1265.000
0.065	1255.000
0.086	1297.000
0.108	1329.000
0.130	1274.000
0.148	1259.000
0.167	1343.000
0.185	1260.000
0.204	1273.000
0.222	1221.000
0.240	1235.000
0.259	1240.000
0.278	1316.000
0.296	1264.000
0.315	1239.000
0.333	1301.000
0.352	1260.000
0.370	1305.000
0.389	1290.000
0.407	1300.000
0.425	1282.000
0.447	1289.000
0.469	1240.000
0.490	1210.000
0.512	1280.000
0.534	1259.000
0.555	1302.000
0.573	1244.000
0.594	1219.000
0.616	1300.000
0.634	1276.000
0.656	1269.000
0.677	1258.000
0.698	1273.000
0.717	1282.000
0.739	1209.000
0.757	1291.000
0.779	1196.000
0.800	1260.000
0.819	1304.000
0.840	1238.000
0.859	1242.000
0.880	1365.000
0.901	1271.000
0.923	1276.000
0.944	1246.000
0.966	1252.000
0.988	1270.000
1.006	1244.000
1.024	1303.000
1.042	1198.000
1.061	1246.000
1.079	1246.000
1.097	1273.000
1.116	1220.000
1.134	1322.000
1.153	1275.000
1.172	1270.000
1.190	1289.000
1.208	1334.000
1.227	1262.000
1.246	1239.000
1.265	1290.000
1.283	1251.000
1.304	1294.000
1.326	1232.000
1.347	1270.000
1.369	1258.000
1.390	1268.000
1.411	1267.000
1.430	1259.000
1.451	1244.000
1.473	1241.000
1.491	1265.000
1.512	1191.000
1.534	1332.000
1.555	1227.000
1.574	1225.000
1.596	1304.000
1.615	1242.000
1.637	1224.000
1.658	1224.000
1.677	1240.000
1.699	1294.000
1.718	1258.000
1.751	1251.000
1.772	1242.000
1.793	1294.000
1.815	1209.000
1.836	1262.000
1.858	1294.000
1.876	1282.000
1.895	1287.000
1.914	1263.000
1.932	1261.000
1.951	1255.000
1.970	1253.000
1.988	1300.000
2.006	1257.000
2.024	1262.000
2.043	1281.000
2.062	1286.000
2.080	1282.000
2.099	1292.000
2.117	1272.000
2.136	1268.000
2.154	1294.000
2.175	1293.000
2.197	1251.000
2.218	1198.000
2.240	1296.000
2.261	1303.000
2.283	1216.000
2.301	1270.000
2.322	1240.000
2.343	1246.000
2.362	1244.000
2.383	1252.000
2.405	1303.000
2.426	1250.000
2.446	1293.000
2.467	1306.000
2.486	1209.000
2.508	1260.000
2.530	1253.000
2.549	1287.000
2.570	1193.000
2.589	1269.000
2.610	1247.000
2.632	1266.000
2.653	1306.000
2.675	1268.000
2.696	1270.000
2.718	1237.000
2.736	1242.000
2.755	1196.000
2.773	1263.000
2.791	1245.000
2.810	1291.000
2.828	1338.000
2.847	1206.000
2.865	1286.000
2.883	1265.000
2.902	1302.000
2.920	1239.000
2.939	1209.000
2.957	1233.000
2.975	1225.000
2.993	1243.000
3.012	1279.000
3.034	1236.000
3.055	1261.000
3.076	1245.000
3.098	1224.000
3.119	1288.000
3.141	1274.000
3.159	1216.000
3.180	1264.000
3.202	1208.000
3.220	1268.000
3.242	1280.000
3.263	1223.000
3.284	1273.000
3.304	1265.000
3.325	1258.000
3.344	1247.000
3.365	1195.000
3.387	1237.000
3.405	1271.000
3.427	1225.000
3.446	1267.000
3.467	1244.000
3.489	1291.000
3.510	1232.000
3.532	1278.000
3.553	1269.000
3.574	1282.000
3.593	1272.000
3.611	1252.000
3.630	1236.000
3.649	1248.000
3.667	1213.000
3.686	1281.000
3.704	1240.000
3.723	1256.000
3.741	1266.000
3.759	1242.000
3.778	1244.000
3.796	1288.000
3.814	1223.000
3.833	1268.000
3.852	1258.000
3.870	1259.000
3.891	1294.000
3.912	1229.000
3.934	1298.000
3.955	1245.000
3.977	1282.000
3.998	1326.000
4.016	1248.000
4.038	1258.000
4.059	1245.000
4.077	1300.000
4.099	1209.000
4.120	1248.000
4.142	1271.000
4.161	1258.000
4.182	1285.000
4.201	1240.000
4.223	1249.000
4.245	1266.000
4.264	1185.000
4.286	1271.000
4.305	1215.000
4.326	1281.000
4.347	1253.000
4.369	1222.000
4.390	1284.000
4.412	1245.000
4.434	1272.000
4.452	1231.000
4.470	1261.000
4.488	1298.000
4.507	1278.000
4.525	1260.000
4.543	1210.000
4.562	1274.000
4.580	1289.000
4.598	1309.000
4.616	1284.000
4.635	1215.000
4.653	1253.000
4.671	1302.000
4.689	1274.000
4.707	1209.000
4.726	1247.000
4.747	1313.000
4.768	1288.000
4.790	1263.000
4.811	1158.000
4.832	1221.000
4.854	1259.000
4.872	1276.000
4.893	1263.000
4.914	1335.000
4.933	1274.000
4.954	1257.000
4.975	1322.000
4.997	1315.000
5.015	1283.000
5.037	1318.000
5.056	1281.000
5.077	1256.000
5.098	1257.000
5.117	1258.000
5.139	1292.000
5.157	1369.000
5.178	1277.000
5.200	1273.000
5.221	1209.000
5.242	1253.000
5.264	1224.000
5.285	1305.000
5.303	1268.000
5.322	1282.000
5.340	1241.000
5.358	1291.000
5.376	1298.000
5.395	1231.000
5.413	1257.000
5.431	1233.000
5.449	1270.000
5.468	1248.000
5.486	1297.000
5.504	1281.000
5.523	1284.000
5.541	1329.000
5.560	1320.000
5.578	1298.000
5.599	1290.000
5.621	1252.000
5.642	1305.000
5.663	1240.000
5.685	1308.000
5.706	1251.000
5.724	1295.000
5.745	1218.000
5.767	1265.000
5.785	1293.000
5.807	1294.000
5.828	1217.000
5.849	1322.000
5.868	1219.000
5.890	1248.000
5.909	1241.000
5.930	1262.000
5.951	1254.000
5.970	1269.000
5.992	1258.000
6.011	1308.000
6.032	1270.000
6.053	1246.000
6.074	1199.000
6.096	1335.000
6.117	1292.000
6.138	1294.000
6.156	1348.000
6.175	1262.000
6.193	1256.000
6.212	1269.000
6.230	1321.000
6.248	1283.000
6.267	1264.000
6.285	1263.000
6.303	1246.000
6.322	1223.000
6.340	1316.000
6.358	1283.000
6.377	1255.000
6.395	1246.000
6.413	1250.000
6.432	1300.000
6.453	1249.000
6.475	1246.000
6.496	1332.000
6.517	1239.000
6.539	1214.000
6.560	1261.000
6.578	1258.000
6.600	1344.000
6.621	1311.000
6.640	1259.000
6.661	1268.000
6.683	1245.000
6.704	1330.000
6.723	1283.000
6.745	1258.000
6.764	1264.000
6.785	1335.000
6.807	1250.000
6.826	1210.000
6.847	1213.000
6.866	1298.000
6.887	1297.000
6.909	1240.000
6.930	1326.000
6.951	1246.000
6.973	1284.000
6.994	1261.000
7.012	1257.000
7.031	1293.000
7.049	1277.000
7.067	1316.000
7.086	1311.000
7.104	1280.000
7.122	1295.000
7.141	1273.000
7.159	1292.000
7.177	1265.000
7.196	1286.000
7.214	1258.000
7.232	1283.000
7.251	1285.000
7.269	1259.000
7.288	1193.000
7.309	1298.000
7.330	1239.000
7.352	1203.000
7.373	1200.000
7.395	1243.000
7.416	1241.000
7.434	1241.000
7.455	1207.000
7.477	1256.000
7.495	1261.000
7.517	1223.000
7.538	1284.000
7.560	1313.000
7.579	1253.000
7.600	1274.000
7.619	1274.000
7.641	1327.000
7.662	1209.000
7.682	1260.000
7.703	1260.000
7.722	1252.000
7.743	1299.000
7.765	1259.000
7.787	1205.000
7.808	1230.000
7.830	1188.000
7.851	1283.000
7.869	1300.000
7.888	1285.000
7.906	1229.000
7.924	1282.000
7.943	1281.000
7.961	1339.000
7.980	1276.000
7.998	1271.000
8.017	1282.000
8.036	1278.000
8.054	1297.000
8.072	1238.000
8.091	1281.000
8.109	1249.000
8.127	1306.000
8.146	1313.000
8.167	1254.000
8.188	1240.000
8.210	1210.000
8.231	1260.000
8.253	1235.000
8.274	1282.000
8.292	1295.000
8.313	1351.000
8.334	1283.000
8.353	1293.000
8.374	1307.000
8.396	1332.000
8.417	1261.000
8.436	1347.000
8.457	1239.000
8.477	1289.000
8.498	1167.000
8.519	1232.000
8.538	1288.000
8.560	1285.000
8.579	1225.000
8.600	1315.000
8.622	1268.000
8.643	1279.000
8.664	1223.000
8.686	1232.000
8.707	1234.000
8.725	1309.000
8.744	1296.000
8.762	1296.000
8.780	1262.000
8.799	1274.000
8.817	1230.000
8.836	1267.000
8.854	1255.000
8.872	1241.000
8.891	1273.000
8.909	1247.000
8.928	1318.000
8.946	1271.000
8.965	1237.000
8.983	1310.000
9.002	1324.000
9.023	1334.000
9.045	1298.000
9.066	1268.000
9.087	1294.000
9.108	1269.000
9.130	1266.000
9.148	1236.000
9.169	1310.000
9.191	1226.000
9.209	1291.000
9.231	1308.000
9.252	1286.000
9.274	1298.000
9.293	1258.000
9.314	1279.000
9.333	1308.000
9.355	1285.000
9.376	1301.000
9.395	1279.000
9.417	1272.000
9.436	1273.000
9.457	1264.000
9.478	1313.000
9.500	1264.000
9.521	1271.000
9.543	1322.000
9.564	1199.000
9.582	1263.000
9.601	1324.000
9.619	1268.000
9.637	1261.000
9.656	1252.000
9.674	1191.000
9.693	1261.000
9.712	1239.000
